EF,ACC,page,author,year,experiment,family,genus,species,plant_type,defence_type_specific,trait_category,experiment_type,study_type,plant_lifestage_2,Nfixing,density,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_mixture,SD_mixture,N_mixture,data_source,notes,yi,vi
ef517,35,90,"Ferlian, O",2020,MyDiv,Rosaceae,Sorbus,Sorbus aucuparia,woody,total phenolics,phenolics,field,experimental,juvenile,No N-fixing neighbours,1.14,NA,2,2193712.02,N/A,797634.064,2,1923674.615,N/A,503869.517,4,extra data request,AMF+EMF,-0.364468531,0.761069776
ef518,35,91,"Ferlian, O",2020,MyDiv,Malvaceae,Tilia,Tilia platyphyllos,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,1.14,NA,2,2.139,N/A,0.249,2,2.294,N/A,0.417,4,extra data request,EMF,0.323756736,0.758734869
ef519,35,92,"Ferlian, O",2020,MyDiv,Malvaceae,Tilia,Tilia platyphyllos,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,1.14,NA,2,2.139,N/A,0.249,2,2.504,N/A,0.31,5,extra data request,AMF+EMF,1.027026105,0.775341616
ef520,35,93,"Ferlian, O",2020,MyDiv,Malvaceae,Tilia,Tilia platyphyllos,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,1.14,NA,2,44.423,N/A,0.601,2,44.462,N/A,1.696,4,extra data request,EMF,0.020756015,0.750035901
ef521,35,94,"Ferlian, O",2020,MyDiv,Malvaceae,Tilia,Tilia platyphyllos,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,1.14,NA,2,44.423,N/A,0.601,2,45.292,N/A,1.264,5,extra data request,AMF+EMF,0.628717052,0.728234652
ef526,35,99,"Ferlian, O",2020,MyDiv,Malvaceae,Tilia,Tilia platyphyllos,woody,total phenolics,phenolics,field,experimental,juvenile,No N-fixing neighbours,1.14,NA,2,3038352.317,N/A,756073.831,2,3616673.913,N/A,248705.035,4,extra data request,EMF,1.060550208,0.843730562
ef527,35,100,"Ferlian, O",2020,MyDiv,Malvaceae,Tilia,Tilia platyphyllos,woody,total phenolics,phenolics,field,experimental,juvenile,No N-fixing neighbours,1.14,NA,2,3038352.317,N/A,756073.831,2,3181107.202,N/A,573536.413,5,extra data request,AMF+EMF,0.195347327,0.702725756
ef528,36,1,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer,Acer saccharum,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,46.702,N/A,0.705,4,46.285,N/A,0.204,4,unpublished data request,6 NA species ,-0.697966402,0.530447319
ef529,36,2,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer,Acer saccharum,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,46.702,N/A,0.705,4,46.158,N/A,0.311,4,unpublished data request,"3 NA Angiosperms, 3 EU gymnosperms",-0.867254811,0.547008182
ef530,36,3,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer,Acer saccharum,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.359,6,46.702,N/A,0.705,4,45.62,N/A,0.27,4,unpublished data request,6 angiosperms,-1.76062382,0.693737265
ef531,36,4,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer,Acer saccharum,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,1.597,N/A,0.113,4,1.761,N/A,0.09,4,unpublished data request,6 NA species ,1.394572815,0.621552083
ef532,36,5,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer,Acer saccharum,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,1.597,N/A,0.113,4,1.662,N/A,0.104,4,unpublished data request,"3 NA Angiosperms, 3 EU gymnosperms",0.519928451,0.51689535
ef533,36,6,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer,Acer saccharum,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.359,6,1.597,N/A,0.113,4,1.613,N/A,0.148,4,unpublished data request,6 angiosperms,0.105553452,0.500696346
ef534,36,7,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus rubra,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,46.723,N/A,0.16,4,46.589,N/A,0.575,4,unpublished data request,6 NA species ,-0.275797781,0.504754026
ef535,36,8,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus rubra,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,46.723,N/A,0.16,4,46.368,N/A,0.974,4,unpublished data request,"3 NA Angiosperms, 3 EU gymnosperms",-0.441809975,0.512199753
ef536,36,9,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus rubra,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.23,6,46.723,N/A,0.16,4,46.582,N/A,0.107,4,unpublished data request,6 angiosperms,-0.899868468,0.550610204
ef537,36,10,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus rubra,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,1.755,N/A,0.21,4,1.721,N/A,0.052,4,unpublished data request,6 NA species ,-0.19305702,0.502329438
ef538,36,11,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus rubra,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,1.755,N/A,0.21,4,1.619,N/A,0.247,4,unpublished data request,"3 NA Angiosperms, 3 EU gymnosperms",-0.515308282,0.516596414
ef539,36,12,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus rubra,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.23,6,1.755,N/A,0.21,4,1.457,N/A,0.413,4,unpublished data request,6 angiosperms,-0.790095819,0.539015713
ef540,36,13,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus robur,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,46.426,N/A,0.227,4,45.577,N/A,0.533,4,unpublished data request,6 EU species,-1.800251718,0.702556641
ef541,36,14,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus robur,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,46.426,N/A,0.227,4,45.696,N/A,0.371,4,unpublished data request,"3 EU Angiosperms, 3 NA gymnosperms",-2.061792211,0.765686695
ef542,36,15,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus robur,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.23,6,46.426,N/A,0.227,4,46.027,N/A,0.706,4,unpublished data request,6 angiosperms,-0.660927064,0.527301537
ef543,36,16,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus robur,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,1.692,N/A,0.127,4,1.662,N/A,0.352,4,unpublished data request,6 EU species,-0.098481402,0.500606162
ef544,36,17,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus robur,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.612,6,1.692,N/A,0.127,4,1.666,N/A,0.279,4,unpublished data request,"3 EU Angiosperms, 3 NA gymnosperms",-0.104190207,0.500678475
ef545,36,18,"Williams, L",NA,IDENT Cloquet,Fagaceae,Quercus,Quercus robur,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.23,6,1.692,N/A,0.127,4,1.803,N/A,0.225,4,unpublished data request,6 angiosperms,0.527755172,0.517407845
ef546,36,19,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer ,Acer platanoides,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,46.049,N/A,0.596,4,44.938,N/A,0.618,4,unpublished data request,6 EU species,-1.589597738,0.657926311
ef547,36,20,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer ,Acer platanoides,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,46.049,N/A,0.596,4,45.012,N/A,1.054,4,unpublished data request,"3 EU Angiosperms, 3 NA gymnosperms",-1.052059704,0.569176851
ef548,36,21,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer ,Acer platanoides,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,4.79,0.359,6,46.049,N/A,0.596,4,44.431,N/A,0.438,4,unpublished data request,6 angiosperms,-2.687257002,0.951334387
ef549,36,22,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer ,Acer platanoides,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,2.051,N/A,0.369,4,1.987,N/A,0.257,4,unpublished data request,6 EU species,-0.174834375,0.501910441
ef550,36,23,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer ,Acer platanoides,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.677,6,2.051,N/A,0.369,4,1.996,N/A,0.35,4,unpublished data request,"3 EU Angiosperms, 3 NA gymnosperms",-0.132845051,0.501102988
ef551,36,24,"Williams, L",NA,IDENT Cloquet,Sapindaceae,Acer ,Acer platanoides,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,4.79,0.359,6,2.051,N/A,0.369,4,1.631,N/A,0.145,4,unpublished data request,6 angiosperms,-1.30133924,0.605842739
